event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
24-Jan-16,Australia,"A$ 1,025 + 125 No Limit Holdem Terminator (Event #13)2016 Aussie Millions Poker Championship, Melbourne",3rd,11033,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
24-Jan-16,Australia,"A$ 10,000 + 600 No Limit Hold'em Main Event  (Event #11)2016 Aussie Millions Poker Championship, Melbourne",3rd,437543,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
19-Jan-16,Australia,"A$ 1,025 + 125 No Limit Holdem Six Max (Event #6)2016 Aussie Millions Poker Championship, Melbourne",21st,3463,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
16-Sep-15,United States,"$ 180 No Limit Hold'em DeepstackRUNGOOD Poker Series - RGPS Tulsa, Tulsa",29th,361,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
16-Aug-15,United States,"$ 2,650 No Limit Hold'em - Freezeout (Event #22)Seminole Hard Rock Poker Open, Hollywood",30th,7700,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
4-Jun-15,United States,"$ 1,500 No Limit Hold'em Shootout (Event #14)46th World Series of Poker - WSOP 2015, Las Vegas",48th,5413,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
22-Apr-15,United States,"$ 135 No Limit Hold'em - BountyRUNGOOD Poker Series - RGPS Tulsa, Tulsa",5th,1041,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
9-Apr-15,United States,"$ 1,600 Venetian Deepstack Extravaganza II Main EventDeep Stack Extravaganza II, Las Vegas",9th,10772,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
16-Feb-15,United States,"$ 250 No Limit Hold'em - $150,000 GuaranteedDeep Stack Extravaganza I, Las Vegas",2nd,25053,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
23-Oct-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",6th,340,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
9-Oct-14,United States,"$ 150 + 15 No Limit Hold'em - 12PM2014 Venetian Resort Hotel Casino Recurring Tournaments, Las Vegas",3rd,1380,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
11-Aug-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",7th,221,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
27-Jul-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",1st,1293,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
26-Jul-14,United States,"$ 200 + 25 No Limit Hold'em - 25K WKLY GUARANTEE2014 Wynn Casino Recurring Tournaments, Las Vegas",18th,680,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
20-Jul-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",1st,1963,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
19-Jul-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",4th,682,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
18-Jul-14,United States,"$ 100 + 25 No Limit Hold'em - Daily Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",9th,221,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
3-Jul-14,United States,"$ 100 No Limit Hold'em - Daily 7PMPhamous Poker Series V, Las Vegas",20th,210,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
1-Jul-14,United States,"$ 135 No Limit Hold'em IIRio Daily Deepstacks 2014, Las Vegas",11th,453,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
30-Jun-14,United States,"$ 135 No Limit Hold'em IIRio Daily Deepstacks 2014, Las Vegas",13th,372,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
20-Jun-14,United States,"$ 100 No Limit Hold'em - Daily 7PMPhamous Poker Series V, Las Vegas",12th,123,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
19-Jun-14,United States,"$ 185 No Limit Hold'em IRio Daily Deepstacks 2014, Las Vegas",10th,567,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
8-Jun-14,United States,"$ 135 No Limit Hold'em IIRio Daily Deepstacks 2014, Las Vegas",18th,303,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
28-May-14,United States,"$ 185 No Limit Hold'em IRio Daily Deepstacks 2014, Las Vegas",7th,1204,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
27-May-14,United States,"$ 235 No Limit Hold'emRio Daily Deepstacks 2014, Las Vegas",13th,1379,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
17-May-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",1st,2050,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
16-May-14,United States,"$ 100 + 25 No Limit Hold'em - Nightly Event2014 Aria Resort & Casino Recurring Tournaments, Las Vegas",1st,2285,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
29-Apr-14,United States,"$ 110 No Limit Hold'em Second ChanceWSOP Warm-Up, Las Vegas",1st,672,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
27-Apr-14,United States,"$ 130 No Limit Hold'emWSOP Warm-Up, Las Vegas",6th,797,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
25-Apr-14,United States,"$ 130 No Limit Hold'em - Turbo Double StackWSOP Warm-Up, Las Vegas",1st,1164,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
22-Apr-14,United States,"$ 200 No Limit Texas Hold'em Double Green Chip Bounty #55Deep Stack Extravaganza II, Las Vegas",10th,227,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
19-Apr-14,United States,"$ 160 No Limit Hold'em - Encore PresentationPhamous Poker Series IV, Las Vegas",1st,1400,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
14-Apr-14,United States,"$ 85 No Limit Hold'em V2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,730,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
9-Apr-14,United States,"$ 85 No Limit Hold'em V2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,690,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
6-Apr-14,United States,"$ 85 No Limit Hold'em V2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,576,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
2-Apr-14,United States,"$ 110 No Limit Hold'em IV2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,750,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
2-Apr-14,United States,"$ 70 No Limit Hold'em III2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,1040,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
31-Mar-14,United States,"$ 110 No Limit Hold'em IV2014 Caesars Palace Recurring Tournaments, Las Vegas",1st,690,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
29-Mar-14,United States,"$ 85 No Limit Texas Hold'em Last ChanceHoops & Hold'Em Poker Tournament, Las Vegas",2nd,648,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
22-Mar-14,United States,"$ 200 + 40 No Limit Hold'emHoops & Hold'Em Poker Tournament, Las Vegas",13th,587,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
20-Mar-14,United States,"$ 100 + 30 No Limit Hold'emHoops & Hold'Em Poker Tournament, Las Vegas",9th,467,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
17-Mar-14,United States,"$ 85 No Limit Hold'em V2014 Caesars Palace Recurring Tournaments, Las Vegas",2nd,535,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
28-Feb-14,United States,"$ 85 No Limit Hold'em V2014 Caesars Palace Recurring Tournaments, Las Vegas",2nd,603,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
28-Feb-14,United States,"$ 70 No Limit Hold'em - Last ChanceWSOP Circuit - WSOPC Las Vegas, Las Vegas",2nd,648,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
25-Jan-14,United States,"$ 180 + 20 No Limit Hold'em - 25K WKLY GUARANTEE2014 Wynn Casino Recurring Tournaments, Las Vegas",3rd,5220,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
3-Jan-14,United States,"$ 130 + 30 No Limit Hold'em Mega MillionsMega Millions Series VIII, Los Angeles",129th,1600,321006,https://pokerdb.thehendonmob.com/player.php?a=r&n=321006,10/19/2021
17-Oct-21,United States,"$ 800 No Limit Hold'em - 8 Handed Deepstack (Event #33)52nd World Series of Poker - WSOP 2021, Las Vegas",140th,2282,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
12-Jan-20,United States,"$ 400 No Limit Hold'em - Knockout (Event #2)WSOP Circuit - WSOPC Thunder Valley, Lincoln",9th,908,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
9-Jan-20,United States,"$ 400 No Limit Hold'em - The Opener  (Event #1)WSOP Circuit - WSOPC Thunder Valley, Lincoln",191st,558,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
22-Nov-19,United States,"$ 1,000 + 100 No Limit Hold'em (Event #3)2019 Gold Rush, San Francisco",52nd,2450,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
10-Jul-19,United States,"$ 1,500 No Limit Hold'em - 50th Annual Bracelet Winners Only (Event #81) 50th World Series of Poker - WSOP 2019, Las Vegas",9th,5512,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
7-Jun-19,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #19)50th World Series of Poker - WSOP 2019, Las Vegas",206th,7664,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
5-Jun-19,United States,"$ 1,500 No Limit Hold'em - 6-Handed (Event #16)50th World Series of Poker - WSOP 2019, Las Vegas",169th,2411,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
4-Jun-19,United States,"$ 1,000 No Limit Hold'em - Super Turbo Bounty (Event #12)50th World Series of Poker - WSOP 2019, Las Vegas",290th,1074,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
30-May-19,United States,"$ 500 No Limit Hold'em - BIG 50 (Event #3)50th World Series of Poker - WSOP 2019, Las Vegas",4151st,750,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
29-Apr-19,United States,"$ 600 No Limit Hold'em2019 Battle of the Bay, San Francisco",36th,1730,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
30-Mar-19,United States,"$ 500 + 50 No Limit Hold'emMonthly Tournament, San Jose",16th,1220,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
30-Nov-18,United States,"$ 1,000 + 100 No Limit Hold'em (Event #2)World Poker Tour - WPT Five Diamond World Poker Classic, Las Vegas",9th,2772,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
13-Jul-18,United States,"$ 1,025 + 75 No Limit Hold'em2018 The Wynn Summer Classic, Las Vegas",16th,5117,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
12-Jul-18,United States,"$ 1,500 No Limit Hold'em - The Closer (Event #75)49th World Series of Poker - WSOP 2018, Las Vegas",33rd,16392,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
11-Jul-18,United States,"$ 250 No Limit Hold'em - 1PMRio Daily Deepstacks 2018, Las Vegas",31st,491,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
30-Jun-18,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #62)49th World Series of Poker - WSOP 2018, Las Vegas",995th,1471,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
27-Jun-18,United States,"$ 1,000 No Limit Hold'em - Tag Team (Event #55)49th World Series of Poker - WSOP 2018, Las Vegas",9th,4232,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
23-Jun-18,United States,"$ 1,500 No Limit Hold'em - Monster Stack (Event #48)49th World Series of Poker - WSOP 2018, Las Vegas",928th,2251,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
11-Jan-18,United States,"$ 300 + 65 No Limit Hold'em ( Ring Event #1 )WSOP Circuit - WSOPC Thunder Valley, Lincoln",4th,27021,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
1-Jul-17,United States,"$ 888 No Limit Hold'em - Crazy Eights (Event #60)48th World Series of Poker - WSOP 2017, Las Vegas",866th,1496,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
29-Jun-17,United States,"$ 5,000 No Limit Hold'em (Event #56)48th World Series of Poker - WSOP 2017, Las Vegas",71st,8621,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
10-Jun-17,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #20)48th World Series of Poker - WSOP 2017, Las Vegas",620th,3105,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
2-Jun-17,United States,"$ 565 No Limit Hold'em - The Colossus III (Event #5)48th World Series of Poker - WSOP 2017, Las Vegas",129th,5199,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
5-Mar-17,United States,"$ 1,950 + 150 No Limit Hold'em - Shooting Star EventWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",17th,6610,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
5-Dec-16,United States,"$ 10,000 + 400 No Limit Hold'em #17 Five Diamond Main EventWorld Poker Tour - WPT Five Diamond World Poker Classic, Las Vegas",55th,25320,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
1-Jul-16,United States,"$ 888 No Limit Hold'em Crazy Eights 8-Handed (re-entry) (Event #54)47th World Series of Poker - WSOP 2016, Las Vegas",416th,2006,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
23-Jun-16,United States,"$ 235 No Limit Hold'em - 2PMRio Daily Deepstacks 2016, Las Vegas",16th,1356,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
11-Jun-16,United States,"$ 235 No Limit Hold'em - 2PMRio Daily Deepstacks 2016, Las Vegas",27th,1346,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
30-Apr-16,United States,"$ 1,000 + 80 No Limit Hold'em - Main Event2016 Battle of the Bay, San Francisco",8th,9300,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
6-Mar-16,United States,"$ 1,950 + 150 No Limit Hold'em Shooting Star EventWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",14th,7720,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
12-Dec-15,United States,"$ 5,000 + 200 No Limit Hold'em (Event #12)World Poker Tour - WPT Five Diamond World Poker Classic, Las Vegas",10th,13907,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
29-Jun-15,United States,"$ 1,500 No Limit Hold'em (Event #59)46th World Series of Poker - WSOP 2015, Las Vegas",4th,165492,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
27-Jun-15,United States,"$ 1,500 No Limit Hold'em Draft Kings 50/50 (Event #55)46th World Series of Poker - WSOP 2015, Las Vegas",437th,1000,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
9-Mar-15,United States,"$ 7,100 + 400 No Limit Hold'em - WPT Main EventWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",13th,38450,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
3-Nov-14,United States,"$ 365 No Limit Hold'em #6WSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",21st,645,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
27-Jun-14,United States,"$ 1,000 No Limit Hold'em - Ladies Championship (Event #53)45th World Series of Poker - WSOP 2014, Las Vegas",1st,153470,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
23-Jun-14,United States,"$ 235 No Limit Hold'emRio Daily Deepstacks 2014, Las Vegas",6th,7507,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
26-Oct-13,United States,"$ 135 No Limit Hold'em - NightlyWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",5th,668,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
25-Oct-13,United States,"$ 135 No Limit Hold'em - NightlyWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",4th,1045,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
24-Oct-13,United States,"$ 135 No Limit Hold'em - NightlyWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",7th,365,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
3-Jul-13,United States,"$ 185 No Limit Hold'em IIRio Daily Deepstacks 2013, Las Vegas",11th,671,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
15-Nov-12,United States,"$ 580 No Limit Hold'emWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",6th,5456,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
22-Jun-12,United States,"$ 135 No Limit Hold'em IIIRio Daily Deepstacks 2012, Las Vegas",18th,242,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
17-Jun-12,United States,"$ 185 No Limit Hold'em IIRio Daily Deepstacks 2012, Las Vegas",30th,416,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
20-Nov-11,United States,"$ 345 No Limit Hold'emWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",3rd,5453,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
22-Nov-10,United States,"$ 120 No Limit Hold'em - Evening EventWSOP Circuit - WSOPC Lake Tahoe, Lake Tahoe",4th,733,181115,https://pokerdb.thehendonmob.com/player.php?a=r&n=181115,10/19/2021
1-Apr-21,United States,"$ 963 + 137 No Limit Hold'em - UltimateStack (Event #6)DeepStack Extravaganza, Las Vegas",77th,2349,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
1-Apr-21,United States,"$ 160 + 40 No Limit Hold'em - Survivor (Event #7)DeepStack Extravaganza, Las Vegas",8th,1546,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
23-Mar-21,United States,"$ 300 + 65 No Limit Hold'em - Monster Stack (Event #30)World Poker Tour - WPT at Venetian DeepStack Showdown Poker Series, Las Vegas",94th,1265,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
10-Mar-21,United States,"$ 360 + 40 No Limit Hold'em - Survivor BountyThe Wynn Spring Classic, Las Vegas",9th,3000,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
8-Mar-21,United States,"$ 270 + 30 No Limit Hold'emThe Wynn Spring Classic, Las Vegas",6th,2262,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
4-Mar-21,United States,"$ 545 + 55 No Limit Hold'emThe Wynn Spring Classic, Las Vegas",99th,1317,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
1-Mar-21,United States,"$ 333 + 67 No Limit Hold'em - Monster Stack  (Event #1)World Poker Tour - WPT at Venetian DeepStack Showdown Poker Series, Las Vegas",39th,929,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
23-Feb-21,United States,"$ 333 + 67 No Limit Hold'em - MonsterStack (Event #30)DeepStack Extravaganza, Las Vegas",42nd,875,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
16-Feb-21,United States,"$ 333 + 67 No Limit Hold'em - MonsterStack (Event #20)DeepStack Extravaganza, Las Vegas",32nd,1424,79099,https://pokerdb.thehendonmob.com/player.php?a=r&n=79099,10/19/2021
